timestamp,cylinder_number,customer,job_number,grain_screened,ink_color,proof_ink,blade_mfg,cylinder_division,paper_type,ink_type,direct_steam,solvent_type,type_on_cylinder,press_type,press,unit_number,cylinder_size,paper_mill_location,plating_tank,proof_cut,viscosity,caliper,ink_temperature,humidity,roughness,blade_pressure,varnish_pct,press_speed,ink_pct,solvent_pct,ESA_Voltage,ESA_Amperage,wax,hardener,roller_durometer,current_density,anode_space_ratio,chrome_content,class
122,70,62,113,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,1,1,21,3,12,49,10,11,36,98,11,46,49,0,0,5,20,2,4,14,0,1
126,373,18,209,2,1,3,2,1,1,1,2,2,1,3,5,2.0,4,1,1,15,10,6,41,14,14,12,0,76,57,84,0,0,11,13,1,4,38,0,1
126,383,18,122,2,1,3,2,1,1,1,2,2,2,3,5,9.0,4,1,1,8,10,3,28,20,14,12,0,76,70,52,0,0,4,13,1,4,38,0,1
120,281,64,193,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,1,3,8,3,47,14,14,7,4,63,54,79,11,0,15,13,1,4,75,0,1
124,193,59,132,2,1,3,2,1,1,1,2,1,2,3,6,2.0,3,1,1,8,6,3,39,16,18,12,0,55,70,52,0,0,22,13,1,4,38,0,0
127,24,44,195,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,4,1,8,7,3,23,18,18,7,108,58,51,23,0,0,20,8,5,4,38,0,0
128,22,44,195,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,4,1,11,7,3,16,14,18,2,108,48,51,23,0,0,15,8,5,4,38,0,0
126,19,44,195,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,4,1,15,10,10,28,20,18,12,108,60,51,23,0,0,22,13,5,4,38,0,1
126,14,44,195,2,1,3,2,1,2,1,2,1,2,3,6,2.0,4,4,1,15,10,10,32,16,18,7,92,60,57,32,0,0,22,13,5,4,38,0,1
128,311,65,177,2,1,3,2,1,1,1,2,1,1,3,7,2.0,4,1,1,6,7,20,28,19,11,12,0,58,57,84,0,0,15,10,1,4,38,0,0
121,313,5,179,2,1,3,2,1,1,1,2,1,1,3,7,2.0,4,1,0,3,10,6,54,14,11,17,0,63,57,84,0,0,22,13,3,4,29,0,0
129,165,44,195,2,1,3,2,1,2,1,2,1,2,4,2,2.0,4,3,1,7,9,3,41,34,11,10,59,57,9,28,0,0,21,10,5,4,38,0,1
129,160,44,195,2,1,3,2,1,2,1,2,1,2,4,2,9.0,4,3,1,7,9,3,49,35,11,12,66,57,6,26,0,0,24,10,5,4,38,0,1
129,273,61,25,3,1,3,2,1,2,3,2,1,2,3,4,2.0,4,0,1,11,9,8,18,22,10,4,105,21,40,56,0,0,22,8,4,4,54,0,1
129,379,61,25,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,0,0,8,9,3,16,13,10,2,111,21,35,59,8,0,22,12,4,4,47,0,1
130,247,66,177,2,1,3,2,1,1,1,2,1,1,3,7,2.0,4,0,1,8,12,12,54,22,11,17,0,76,57,84,11,0,22,13,1,4,0,0,0
131,169,3,37,2,1,3,2,1,1,1,2,1,2,2,1,1.0,2,0,1,3,7,3,34,8,16,36,0,13,71,48,0,0,4,18,4,4,38,0,1
135,215,59,130,2,1,3,2,1,1,1,2,1,2,4,2,2.0,3,1,0,11,3,20,28,24,10,12,100,27,54,27,0,0,22,21,1,4,14,0,0
118,153,8,105,3,1,3,2,1,2,3,2,1,2,4,3,2.0,4,0,1,8,8,8,41,40,18,10,0,20,57,84,8,0,29,10,8,4,10,0,1
133,158,8,105,3,1,3,2,1,2,3,2,1,2,4,3,9.0,4,3,1,5,8,3,28,26,18,13,105,20,40,56,11,0,22,13,8,4,10,0,1
132,144,56,215,2,1,3,2,1,2,1,2,1,2,4,2,9.0,2,3,1,7,9,10,28,29,11,16,0,11,70,52,0,0,26,13,0,4,10,0,1
132,142,56,215,2,1,3,2,1,2,1,2,1,2,4,2,2.0,2,3,0,6,9,10,41,24,18,14,100,11,54,27,0,0,29,13,0,4,10,0,1
131,169,3,37,2,1,3,2,1,1,1,2,1,2,2,1,1.0,2,3,1,3,7,3,34,8,16,36,0,13,67,59,0,0,4,18,4,4,38,0,1
134,312,55,123,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,15,8,3,41,26,16,12,0,69,44,103,6,0,15,13,1,4,14,0,1
134,267,55,123,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,0,15,8,10,47,24,14,12,0,69,44,103,6,0,9,21,1,4,14,0,1
134,315,42,129,2,1,3,2,1,2,1,2,1,2,3,6,2.0,4,3,1,21,8,8,39,3,11,6,4,18,54,79,0,0,8,22,3,4,10,0,1
134,274,42,129,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,3,1,17,8,6,51,4,11,2,107,18,46,38,0,0,11,8,3,4,10,0,1
133,267,55,123,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,0,0,15,8,10,54,31,14,17,0,71,57,84,0,0,7,8,1,4,14,0,1
135,13,15,202,2,1,3,2,1,1,1,2,1,2,3,4,2.0,4,1,1,1,3,3,4,19,10,7,0,27,51,95,0,0,22,11,1,4,10,0,1
135,17,15,202,2,1,3,2,1,1,1,2,1,2,3,4,7.0,4,1,1,1,3,6,16,14,10,7,0,27,57,84,13,0,11,12,1,4,10,0,1
138,157,44,196,2,1,3,2,1,2,3,2,1,2,4,3,9.0,4,4,1,8,11,12,40,22,7,16,57,55,65,44,0,0,21,18,5,4,14,0,1
139,344,7,106,3,1,3,2,1,2,3,2,1,2,3,6,2.0,4,3,1,11,6,12,54,22,11,0,29,2,25,33,0,0,22,13,10,4,78,0,0
139,382,7,191,3,1,3,2,1,2,3,2,1,2,3,6,2.0,4,3,1,13,6,6,49,16,11,2,29,5,25,33,11,0,22,13,10,4,78,0,0
137,264,60,134,2,1,2,2,1,1,1,2,1,1,3,5,2.0,4,1,0,8,11,3,28,12,11,10,0,35,57,84,0,0,4,13,3,4,14,0,1
137,384,60,134,2,1,2,2,1,1,1,2,1,1,3,5,9.0,4,1,1,8,11,8,49,12,16,7,0,35,57,84,0,0,4,13,3,4,11,0,1
136,205,59,130,2,1,3,2,1,1,1,2,1,2,4,2,9.0,3,1,1,8,0,6,58,29,10,12,0,55,70,52,0,0,22,12,1,4,11,0,1
133,312,55,123,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,15,8,3,54,28,22,17,0,71,44,103,0,0,15,10,1,4,14,0,1
135,143,56,215,2,1,3,2,1,2,1,2,1,2,1,0,7.0,2,3,1,6,3,15,1,6,11,25,84,11,57,43,0,0,16,13,0,4,11,0,1
135,145,56,215,2,1,3,2,1,2,1,2,1,2,1,0,2.0,2,3,1,6,3,16,41,14,11,29,0,11,70,52,0,0,26,21,0,4,11,0,1
137,359,61,26,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,3,1,15,11,3,24,5,10,7,10,42,31,46,8,0,21,10,0,4,78,0,0
144,12,44,200,3,1,3,2,1,2,3,2,1,2,3,6,2.0,4,5,0,8,12,12,65,22,16,12,113,58,41,41,7,0,20,13,8,4,0,0,0
143,24,44,200,3,1,3,2,1,2,3,2,1,1,3,6,9.0,4,5,3,8,12,13,22,20,11,0,102,55,28,84,3,0,24,20,8,4,0,0,0
141,18,44,200,3,1,3,2,1,2,3,2,1,2,3,6,2.0,4,5,0,8,4,6,28,21,11,2,117,55,29,61,0,0,22,13,8,4,14,0,1
141,21,44,200,3,1,3,2,1,2,3,2,1,2,3,6,9.0,4,5,0,8,4,3,28,23,11,2,20,55,22,67,0,0,22,13,8,4,14,0,1
148,23,44,200,1,1,3,2,1,2,3,2,1,2,3,6,2.0,4,5,1,28,8,8,19,12,11,1,0,55,70,52,0,0,22,16,8,4,29,0,0
145,16,44,200,1,1,3,2,1,2,3,2,1,2,3,6,2.0,4,5,0,28,13,6,16,24,11,12,0,55,70,52,0,0,32,32,8,4,44,0,0
150,23,44,36,1,1,3,2,1,2,3,2,1,1,3,6,2.0,4,5,1,28,5,8,48,16,18,8,0,55,70,52,0,0,22,13,8,4,29,0,0
150,369,44,200,3,1,3,2,1,2,3,2,1,2,3,5,9.0,4,5,1,8,5,13,61,29,9,12,0,51,70,52,11,0,13,20,8,4,29,0,0
140,27,44,188,2,1,3,2,1,2,1,2,1,2,3,4,7.0,4,0,1,10,6,10,16,14,10,2,56,42,51,74,11,0,22,8,5,4,78,0,1
142,306,24,108,2,1,3,2,1,1,1,2,1,2,3,7,9.0,4,1,0,6,4,3,45,28,18,12,0,58,70,52,11,0,15,12,1,4,69,0,1
146,56,49,246,2,1,3,2,1,1,3,2,1,2,2,1,9.0,2,3,0,6,10,10,18,9,18,36,0,20,61,77,0,0,23,13,8,4,44,0,1
147,234,49,246,2,1,3,2,1,2,3,2,3,2,1,0,2.0,2,3,0,15,8,12,17,12,11,32,103,45,35,69,0,1,29,18,8,4,44,0,1
146,30,49,246,2,1,3,2,1,2,3,2,1,2,4,3,2.0,2,3,0,25,10,3,35,24,7,16,40,34,6,75,14,0,22,13,8,4,44,0,1
149,339,5,180,2,1,3,2,1,1,1,2,1,2,3,4,2.0,4,1,0,18,2,8,41,19,10,2,90,48,44,64,0,0,3,9,3,4,44,0,1
140,28,44,196,2,1,3,2,1,2,1,2,1,2,3,4,2.0,4,0,1,10,6,3,16,24,10,2,103,42,35,69,0,0,17,12,5,4,78,0,1
146,76,49,246,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,17,10,3,33,16,11,36,23,27,28,39,0,0,22,13,8,4,44,0,1
146,71,49,246,2,1,3,2,1,1,3,2,1,2,2,1,10.0,2,3,0,6,10,3,32,7,18,36,0,20,61,77,0,0,20,12,8,4,44,0,1
146,80,49,246,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,17,10,6,41,12,11,36,0,27,57,84,11,0,20,10,8,4,44,0,1
153,14,44,197,2,1,3,2,1,2,1,2,1,2,4,3,9.0,4,0,0,14,8,13,23,18,11,5,116,51,49,20,8,0,2,2,5,4,14,0,0
151,80,49,246,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,17,2,6,16,17,11,36,119,27,35,50,0,0,20,13,8,4,44,0,1
148,180,49,246,3,1,3,2,1,2,3,2,1,2,2,1,9.0,2,3,0,17,8,8,31,20,7,13,97,31,41,61,0,0,22,21,8,4,44,0,1
152,282,44,197,2,1,3,2,1,2,1,2,1,2,3,7,9.0,4,4,0,8,9,3,44,22,17,12,90,45,44,64,0,0,15,13,5,4,14,0,1
151,76,49,246,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,3,17,2,3,28,10,11,36,26,27,44,93,0,0,21,10,8,4,0,0,1
154,57,44,197,2,1,3,2,1,2,1,2,1,2,3,6,2.0,4,0,0,8,8,13,49,16,10,2,116,55,49,20,11,0,22,5,5,4,14,0,1
154,84,44,197,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,0,0,8,8,13,44,14,10,2,15,55,44,15,11,0,13,12,5,4,14,0,1
155,317,55,124,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,8,8,8,41,24,9,12,90,51,44,64,0,0,18,18,1,4,14,0,1
155,352,61,27,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,3,1,11,10,20,25,19,10,12,33,39,24,28,8,0,9,6,4,4,14,0,0
157,96,41,229,2,1,3,2,1,2,1,2,1,2,4,3,2.0,4,0,3,21,14,12,27,21,11,9,0,31,57,84,0,0,22,8,3,4,18,0,1
159,372,61,28,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,0,0,18,14,8,2,14,10,12,90,42,44,64,0,0,22,12,4,4,32,0,0
156,280,61,27,3,1,3,2,1,2,3,2,1,2,3,4,2.0,4,0,1,11,10,20,31,19,10,2,33,42,24,28,0,0,10,12,4,4,14,0,1
157,99,41,229,2,1,3,2,1,2,1,2,1,2,4,3,9.0,4,0,0,18,14,3,37,18,11,6,0,31,57,84,0,0,22,22,3,4,18,0,1
158,324,44,197,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,0,1,8,14,6,33,18,18,16,0,55,70,52,0,0,18,13,5,4,0,0,1
158,304,44,197,2,1,3,2,1,1,1,2,1,2,3,7,9.0,4,0,1,8,14,6,53,22,17,12,0,55,70,52,0,0,21,12,5,4,0,0,1
162,389,61,29,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,3,1,10,11,10,16,21,10,22,37,48,23,24,15,0,9,10,4,4,0,0,0
163,391,65,178,2,1,2,2,1,1,1,2,1,2,3,7,1.0,4,1,1,6,9,3,35,0,16,12,0,63,35,111,0,0,0,1,1,4,0,0,0
161,260,7,118,3,1,3,2,1,2,3,2,1,1,3,6,2.0,4,3,0,9,9,10,28,24,21,2,42,5,22,21,0,0,22,2,8,4,47,0,1
161,386,7,118,3,1,3,2,1,2,3,2,1,1,3,6,9.0,4,3,0,11,9,10,35,19,21,2,29,5,25,33,0,0,22,21,8,4,47,0,1
164,264,55,125,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,0,15,8,10,41,14,14,12,76,76,49,73,0,0,22,10,1,4,11,0,1
164,323,55,125,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,12,8,8,41,24,9,12,116,76,25,76,0,0,22,15,1,4,11,0,1
160,336,19,210,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,1,6,13,6,41,20,14,12,114,51,23,87,0,0,22,16,1,4,14,0,1
160,358,19,210,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,1,6,13,6,41,30,9,12,39,51,8,68,0,0,22,21,1,4,14,0,1
162,190,59,131,2,1,3,2,1,2,1,2,1,2,3,6,2.0,3,1,1,6,8,6,16,19,21,2,105,82,40,56,0,0,22,24,3,4,32,0,1
162,1,59,131,2,1,3,2,1,2,1,2,1,2,3,6,9.0,3,1,1,7,8,6,16,24,21,2,94,82,29,88,0,0,29,21,3,4,32,0,1
165,31,9,214,2,1,3,2,1,2,1,2,1,2,2,1,1.0,2,3,0,8,9,3,28,12,11,36,0,42,57,84,0,0,24,8,5,4,11,0,1
165,219,9,214,2,1,3,2,1,2,1,2,1,2,2,1,5.0,2,3,0,8,9,6,35,12,11,36,90,42,44,64,0,0,9,5,5,4,11,0,1
181,197,59,132,2,1,3,2,1,1,1,2,1,2,3,6,2.0,3,1,0,13,33,15,16,22,11,4,0,51,70,52,0,0,17,22,3,4,11,0,0
175,113,24,109,2,1,3,2,1,1,1,2,1,1,4,3,2.0,4,1,0,8,25,6,28,22,18,10,0,74,63,74,10,0,22,13,1,4,32,0,0
176,66,49,247,3,1,3,2,1,1,1,2,1,1,2,1,9.0,2,3,0,18,20,10,47,0,18,36,0,31,57,84,0,0,32,32,8,4,32,0,0
176,199,59,132,2,1,3,2,1,1,1,2,1,2,4,2,2.0,3,1,0,8,20,16,35,36,11,4,119,24,35,50,3,0,28,18,3,4,32,0,0
177,199,59,132,2,1,3,2,1,1,1,2,1,2,4,2,2.0,3,1,0,8,17,20,41,30,11,8,119,54,35,50,3,0,28,18,3,4,0,0,0
177,300,30,4,3,1,3,2,1,2,2,2,1,2,3,4,7.0,4,0,0,10,17,15,15,20,10,7,0,45,24,114,0,0,22,12,8,4,32,0,0
179,378,61,32,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,1,0,15,21,8,32,20,10,7,76,43,49,73,8,0,22,10,4,4,11,0,0
180,355,61,32,3,1,3,2,1,2,3,2,1,2,3,4,7.0,4,3,0,11,22,8,16,20,11,2,76,45,46,76,8,0,15,10,4,4,11,0,0
182,285,60,139,2,1,2,2,1,1,1,2,1,1,3,5,2.0,4,1,0,12,32,15,41,18,14,19,0,51,57,84,8,0,22,15,3,4,11,0,1
182,339,60,136,2,1,2,2,1,1,1,2,1,2,3,5,9.0,4,1,0,12,32,12,41,26,9,12,5,51,25,21,0,0,22,15,3,4,11,0,1
178,174,49,247,3,1,3,2,1,2,3,2,1,2,2,1,5.0,2,3,0,15,17,10,54,13,11,36,0,35,57,84,0,0,18,12,8,4,32,0,1
179,238,49,247,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,0,15,20,6,8,18,10,36,85,29,61,35,3,0,29,24,8,4,0,0,1
179,181,49,247,3,1,3,2,1,2,3,2,1,1,1,0,2.0,2,3,0,15,20,6,14,14,10,26,7,29,27,63,0,0,29,13,8,4,0,0,1
178,15,49,247,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,15,17,8,37,15,11,36,63,35,16,13,0,0,22,6,8,4,32,0,1
166,91,5,181,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,1,1,3,28,10,4,38,18,11,0,45,46,101,0,0,22,13,1,4,47,0,0
167,92,64,190,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,1,1,15,25,8,11,30,20,10,0,20,74,37,0,0,22,13,3,4,29,0,0
168,327,61,30,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,1,18,18,10,19,16,10,7,70,42,11,9,3,0,21,12,4,4,11,0,0
172,126,64,190,2,1,3,2,1,1,1,2,1,1,4,2,2.0,4,1,0,6,21,10,33,24,11,2,0,51,80,2,0,0,22,17,3,4,32,0,0
172,375,32,223,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,1,18,21,6,28,28,10,7,42,48,29,6,11,0,15,6,4,4,11,0,0
170,366,61,27,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,0,18,14,3,28,22,10,2,43,51,18,31,0,0,22,11,4,4,29,0,0
172,243,49,247,3,1,3,2,1,2,3,2,1,2,1,0,2.0,2,3,0,15,15,3,38,34,11,29,0,12,70,52,0,0,29,19,8,4,29,0,1
172,38,49,247,3,1,3,2,1,2,3,2,1,2,1,0,7.0,2,3,0,15,15,3,35,18,11,33,85,12,61,35,10,0,29,13,8,4,29,0,1
173,392,60,135,2,1,2,2,1,1,1,2,1,2,3,5,9.0,4,1,1,6,21,6,41,26,9,10,90,58,46,58,0,0,11,4,1,4,11,0,1
173,292,60,135,2,1,2,2,1,1,1,2,1,2,3,5,2.0,4,1,1,6,21,3,28,24,14,20,112,58,37,53,15,0,11,13,1,4,0,0,1
169,294,5,182,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,1,8,15,3,41,12,14,12,0,76,57,84,15,0,22,21,3,4,11,0,1
169,275,5,244,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,1,8,15,6,41,14,9,12,0,76,57,84,15,0,9,5,3,4,11,0,1
167,29,44,39,2,1,3,2,1,2,1,2,1,2,3,6,2.0,4,0,0,28,24,6,19,24,18,2,90,82,44,64,0,0,15,29,3,4,29,0,1
167,25,44,39,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,0,1,7,24,6,41,19,11,2,81,82,40,85,0,0,22,21,3,4,29,0,1
166,83,9,214,2,1,3,2,1,2,1,2,1,2,4,3,9.0,2,3,1,8,19,3,39,20,7,19,90,40,44,64,0,0,22,21,5,4,11,0,1
166,72,9,214,2,1,3,2,1,2,2,2,1,2,4,3,2.0,2,3,1,8,19,3,34,22,7,16,91,40,49,47,0,0,22,15,5,4,11,0,1
172,272,32,223,3,1,3,2,1,2,3,2,1,1,3,4,2.0,4,3,1,18,10,8,35,23,10,2,42,48,40,21,11,0,22,13,4,4,0,0,1
174,265,61,31,3,1,3,2,1,2,3,2,1,1,3,4,7.0,4,3,0,16,29,15,35,26,10,12,0,45,79,4,11,0,22,12,4,4,11,0,0
171,107,24,109,2,1,3,2,1,1,1,2,1,1,4,3,9.0,4,1,0,8,21,6,49,23,7,10,0,71,64,73,0,0,22,21,1,4,29,0,0
189,263,24,110,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,0,11,19,12,35,20,14,12,90,68,44,64,8,0,22,18,1,4,29,0,1
188,379,44,198,2,1,3,2,1,2,1,2,1,2,3,7,2.0,4,4,0,13,33,15,41,24,11,12,0,68,57,84,0,0,9,13,5,4,29,0,1
188,322,44,198,2,1,3,2,1,2,1,2,1,2,3,7,9.0,4,4,0,13,33,13,41,24,11,12,0,68,29,113,0,0,9,9,5,4,29,0,1
189,261,24,110,2,1,3,2,1,1,1,2,1,2,3,5,9.0,4,1,0,11,19,14,35,18,9,20,10,68,31,46,8,0,22,23,1,4,29,0,1
187,20,44,198,2,1,3,2,1,2,1,2,1,1,3,6,2.0,4,1,1,7,35,12,27,8,11,10,76,20,51,66,0,0,22,13,8,4,35,0,1
187,26,44,198,2,1,3,2,1,2,1,2,1,2,3,6,9.0,4,1,1,7,35,15,28,9,11,7,88,20,40,75,0,0,20,12,8,4,32,0,1
185,337,64,192,2,1,3,2,1,1,1,2,1,2,3,5,2.0,4,1,1,13,25,15,23,18,14,2,112,27,37,53,0,0,15,21,5,4,47,0,1
183,278,55,213,2,1,3,1,1,1,1,2,1,2,3,7,9.0,4,1,0,8,27,10,41,28,17,10,0,63,57,84,11,0,22,6,1,4,29,0,1
183,311,55,126,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,1,0,8,27,8,41,28,17,14,0,63,57,84,11,0,8,13,1,4,29,0,1
174,107,24,109,2,1,3,2,1,1,1,2,1,2,4,3,9.0,4,1,0,8,29,3,35,29,18,8,0,76,57,84,0,0,22,13,1,4,11,0,1
174,113,24,109,2,1,3,2,1,1,1,2,1,2,4,3,2.0,4,1,0,8,29,6,28,26,11,13,0,76,63,74,10,0,22,13,1,4,32,0,1
186,174,49,247,3,1,3,2,1,2,3,2,1,1,1,0,7.0,2,3,0,15,34,14,54,26,11,29,0,35,70,52,0,0,29,13,8,4,29,0,0
185,333,64,192,2,1,3,2,1,1,1,2,1,1,3,5,9.0,4,1,1,15,25,15,41,20,9,10,90,27,44,64,0,0,4,5,5,4,47,0,1
183,160,37,217,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,0,0,15,27,15,34,41,11,7,11,42,19,85,0,0,26,18,3,4,47,0,1
183,163,37,217,2,1,3,2,1,1,1,2,1,2,4,2,9.0,4,0,1,15,27,15,27,40,11,8,14,53,24,65,0,0,26,10,3,4,47,0,1
184,71,49,247,3,1,3,2,1,2,3,2,1,2,2,1,1.0,2,3,0,15,33,14,9,14,22,36,62,35,14,15,0,0,22,13,8,4,29,0,0
188,397,44,189,2,1,3,2,1,2,1,2,1,2,4,2,9.0,4,4,1,6,33,15,31,34,16,12,93,20,61,23,3,0,22,13,5,4,35,0,0
192,90,64,203,2,1,3,2,1,1,1,2,1,2,4,3,2.0,4,0,0,28,21,10,42,28,3,12,87,67,31,92,13,0,29,10,1,4,47,0,1
192,110,64,203,2,1,3,2,1,1,1,2,1,2,4,3,9.0,4,0,3,5,21,14,30,23,4,10,87,67,31,92,0,0,13,5,1,4,29,0,1
193,336,5,183,2,1,3,2,1,1,1,2,1,2,3,7,2.0,4,1,0,8,21,10,54,26,11,12,0,79,31,112,0,0,15,13,3,4,14,0,1
193,387,64,183,2,1,3,2,1,1,1,2,1,2,3,7,9.0,4,1,0,3,21,9,54,16,11,12,0,79,31,112,0,0,15,13,3,4,14,0,1
194,123,64,203,2,1,3,2,1,1,1,2,1,2,4,2,2.0,4,1,0,3,34,10,41,41,11,17,0,57,70,52,0,0,25,13,3,4,0,0,1
194,279,55,127,2,1,3,2,1,1,1,2,1,2,3,6,2.0,4,1,0,11,34,8,37,16,11,3,90,77,44,64,0,0,27,15,1,4,14,0,1
194,376,55,212,2,1,3,2,1,1,1,2,1,2,3,6,9.0,4,1,0,11,34,8,44,20,11,4,90,77,44,64,0,0,24,8,1,4,14,0,1
194,121,64,203,2,1,3,2,1,1,1,2,1,1,4,2,9.0,4,1,0,5,34,3,35,38,11,12,1,57,31,92,0,0,22,13,3,4,0,0,1
200,381,64,204,2,1,3,2,1,1,1,2,1,1,3,5,2.0,4,1,0,28,31,3,28,26,14,12,100,51,54,27,13,0,22,12,1,4,11,0,0
199,138,47,218,3,1,3,2,1,2,3,2,1,1,4,3,9.0,2,3,0,11,30,10,47,22,11,14,76,35,49,73,11,0,22,13,4,4,29,0,0
198,203,58,116,3,1,3,2,1,2,3,2,1,2,4,3,2.0,3,3,0,8,33,10,16,32,11,14,0,41,63,74,10,0,22,13,8,4,11,0,0
197,359,64,187,2,1,3,2,1,2,1,2,1,2,3,5,9.0,4,1,0,8,29,3,49,26,9,12,56,51,51,75,0,0,7,10,1,4,29,0,0
