feature_1,feature_2,feature_3,feature_4,feature_5,class
-6.59141596399609,-8.57800591786479,7.189214174028155,2.8331085080239578,4.954940276473122,1
-1.8578063717469522,8.699016883557976,5.398848056721369,1.2003444694031602,-7.116445797891279,0
-8.018942711056717,-7.799215969215742,7.247758628963243,2.692780852105388,3.089594322880753,1
-6.208769516825481,-8.625131128398321,6.571553583759884,1.7032462991975574,3.36542569911742,1
-8.433868359292012,-8.020438098610981,7.69993244159622,1.1202486805066654,3.2917884746462143,1
-2.1655793334842888,7.251245972835587,4.963962805622897,1.5880874035244155,-7.556549191457229,0
-3.911048685845031,9.601143221998592,6.8303344620380795,0.9826333588100437,-7.445924920754042,0
-2.383621169581208,8.841214303914452,4.655457883809569,0.8768945970455302,-8.319678073745564,0
-2.949242109749734,9.145026705484414,6.081152125294217,0.5373075327612926,-5.7164634389963105,0
-4.708003579672832,9.454300578251654,4.13782461187549,0.9519368668100188,-6.171270743851917,0
-3.0489573033621116,8.235981402796009,4.835724091325783,0.9947969063257,-6.471374435436799,0
-2.5983176625655386,7.709816627693469,5.30955138505814,2.3397679300375804,-7.819506977478626,0
-3.720213822815207,8.362450020396162,4.687277507544516,1.1127563186567797,-7.2641827353810955,0
-6.672842263877003,-8.76898341959976,6.60178536216145,2.1991211070035734,3.6147714713336434,1
-7.309411817793206,-9.530748736509866,5.917205451826869,1.939194662235481,2.6567311818899064,1
-2.096266168777126,8.450561575394346,3.81765844066167,2.2168568954326444,-6.634660620042547,0
-6.319190145334708,-9.13380807466517,8.020477320009439,1.6884807451081656,5.33457619350755,1
-0.6777388571983964,10.193726248919608,4.170703184123397,0.2600351548498545,-5.525754816985858,0
-7.98347619944982,-10.991218349588493,7.712101520029667,4.515299752296967,4.155380644381015,1
-7.472573852428841,-8.864733513594937,7.60368407431831,1.2126967149425294,4.585512600384998,1
-8.493670991152687,-7.367157429142402,7.114199238346837,1.353227496204259,5.201356243316985,1
-2.311112862284895,8.869925716274379,4.066216829347865,1.4263107427003399,-6.912380461367269,0
-6.032687916125525,-9.373655942589933,7.232989633194542,2.35428056543319,4.351951235699976,1
-1.3026886565443934,8.197350457211085,5.008552145101002,1.5798308716133713,-6.850882368216452,0
-3.367555403233964,9.714596007607312,4.064241009990328,2.0951794985860936,-4.319542652882475,0
-5.590356839193201,-8.165146405366052,7.185066931514929,0.7980019985748099,3.9524282986348838,1
-7.463187031844885,-9.005449470422421,7.606102865987003,1.7736091086806285,5.768797131940902,1
-7.193167623799101,-8.839036351212656,6.073115181528985,2.6268155612195425,5.0437846182443185,1
-2.248523857228843,8.463980974352902,3.96825546829005,1.9476156129492868,-5.706898171891906,0
-2.1100615087006793,8.976651425773474,5.743180718244623,2.0873973326027717,-6.729325429689393,0
-7.208004309788865,-8.683137072777031,8.148621180166337,1.1551700191532754,3.5033350668456524,1
-3.523954353745617,8.365008583132315,3.415938569465845,2.007253152199958,-7.649600422209912,0
-2.0356051924175684,8.094861893964518,6.189813241245641,1.1899163916044948,-7.201688707356945,0
-3.6157235317944205,11.587645931448183,4.699097270242589,1.9870989758536781,-6.9037522782612735,0
-7.054463851178783,-8.613019834595068,6.953995986665345,1.8908276391925078,4.987498727362415,1
-3.146937607304066,8.483289173196503,4.016738309803337,1.4176925647804772,-7.517014318457788,0
-6.7917027069841,-7.3607976755807485,6.181833801365198,1.8286407755844576,3.444629235318104,1
-3.3559913411211553,7.499438903512457,4.19336388416108,2.8295684782642043,-6.665533447021066,0
-3.186359334564862,9.989405861616072,4.492821454725963,1.1476724871482205,-7.201013032804264,0
-6.787264692134832,-8.67847136463861,6.295847774572745,3.288008075728876,3.295276707706408,1
-6.171805746074883,-8.486879549094427,8.393673153815131,1.9957789756151156,3.279576904693191,1
-3.156134400758324,9.712509441811912,5.033364221649851,2.8683629039684644,-6.244455389469301,0
-6.983331346208443,-8.572965407236381,6.740764257887121,-0.41651692341225344,4.027172393734605,1
-2.5733359696457425,9.343048538501803,4.961236051678375,2.395090438176017,-5.265915922092623,0
-2.608373486832133,10.860923124245987,3.569794069901949,0.4476445130159932,-7.571535261032515,0
-6.186630681361953,-9.23034039655514,8.383459299545326,2.639306184440873,4.845020879121386,1
-6.1209544329733,-9.41483815736273,4.732480623353793,1.4760557866116928,4.553255561323455,1
-8.444351204986997,-7.221115181667386,7.427878853021916,1.1235161865410475,2.831137930181919,1
-2.5477060925534576,8.841658828257502,5.523538773714773,2.6254925623541516,-8.45601934813552,0
-2.9556312376032783,9.208376121096629,5.713510586087874,0.9466543845296718,-6.746657517004394,0
-5.976174752189752,-11.201260192177848,6.313792210788765,2.6414544958693735,6.218947025632607,1
-2.7545857390556208,8.260549963840832,3.750364406602578,1.1573593989752937,-6.956728900565374,0
-2.3080985763377826,10.064940524205934,5.745404769186085,3.160199989501112,-6.240896969122085,0
-6.596821721729804,-9.097232730340087,7.910216716973978,1.5473965782416512,5.032748853378153,1
-6.322299286924085,-8.82797513679263,6.011686683148543,0.9571865717888031,3.856226851566241,1
-5.987512254976638,-10.04949968591679,8.054287034565228,2.0365733027006097,3.2075121365242643,1
-6.818429743427975,-8.409511256305437,8.016628522761847,2.198741790141401,3.7944237168375867,1
-7.1880711229149865,-10.731942423589796,7.536816622871641,2.0235057102264,3.3443629248527182,1
-7.48962179543523,-9.025299059621457,7.380172840395811,2.5519929892209063,4.090952777861817,1
-7.33335800229896,-7.385860222165265,7.650267680101023,2.3227745944750042,4.7836586999643105,1
-7.8007831863553125,-8.668966932599933,5.909808418593723,1.9110741735154753,3.257543914456119,1
-5.267831335287301,-7.523413303051963,8.963487444870097,2.764427725936068,4.236885194822501,1
-5.205617159928409,-8.843923775465058,7.992264571091216,0.9305993587248613,3.774351853446508,1
-2.55690897919473,9.010683589107753,3.4815141470355586,3.4765679857078826,-6.002264900575598,0
-2.4174368465172478,7.026717213597429,4.4202069483905895,2.3302822554524782,-5.401733146409754,0
-4.817584674032801,-9.905860670890283,7.347742372171461,3.434520790279605,4.081810164675193,1
-3.933945809266207,8.46990340367314,4.750801425937968,0.8221761065184292,-6.503929172805599,0
-6.389134641637695,-8.103449970586192,7.9864041841661155,3.1957740923495006,4.342473114624616,1
-7.202789432118083,-9.089160773091058,8.651717057347762,2.5785302442648357,4.617339328002516,1
-1.885077806000595,9.642631637462602,4.627632063381187,1.0759153124549004,-6.8038226329575435,0
-7.196518042970749,-7.625230056656827,7.465239829138608,4.34162977484587,4.55476939531528,1
-6.229659500739808,-10.341408058395828,8.375470533221621,1.0242396075497626,3.7774802839685573,1
-2.4831065728419164,9.531945148667445,3.914135023074636,2.1599364484178105,-7.635010123504593,0
-7.485725133012811,-7.012318043089074,8.001448786837972,1.534388826718473,6.318759769186412,1
-2.2494751213312685,8.109969503093913,5.278471295005476,0.3116496216717721,-6.945706989798587,0
-3.0230645403894436,7.95507260630937,4.5771997389549295,2.9283120044419704,-7.865353237486814,0
-3.2093184379919233,10.209332757123164,3.1166919314443264,1.4142478366691438,-6.502415316086749,0
-1.9941499367467022,12.867017618853042,5.210769346921269,3.108735324121331,-5.925625427658067,0
-3.240127662994669,8.981159155324525,6.4344366997458895,1.4555583849045606,-6.655839239512372,0
-7.533875931924767,-9.433989050679502,8.69796100866952,-0.11337397911451985,7.299200089580903,1
-4.278426479095552,-8.272818111004467,5.562760156342885,2.775641855968708,4.542609940803686,1
-2.2516472323299856,8.939840212432154,2.72110762092906,1.946655808491515,-6.819396981210244,0
-1.9394303428205464,9.461994688215636,5.282601596095645,3.3023222140731634,-6.6831060214498,0
-6.6853733985571715,-8.857036513081908,6.935004462409817,3.146412954850189,5.108978018043767,1
-7.663875258862343,-9.52886880895227,6.407331000017461,1.190478026633731,4.0942732658715535,1
-7.595869582386698,-8.15627569092339,8.810769070834631,1.4422469934941327,4.400856056456286,1
-0.944553967238744,6.394541024108577,5.461781340603325,2.060216752178903,-7.1786345416171375,0
-0.7133199499572285,8.401497437713935,4.252177276292117,2.259035074665637,-6.5451704011642455,0
-3.8322874164602485,10.65630128833469,5.649695925570736,1.2850193387630082,-4.627191385806961,0
-1.4767323625016033,7.494916162244309,4.15564476336185,3.2400808331273545,-7.587296656770051,0
-3.705404247133421,9.82681195059252,5.996118864798924,1.901159562360398,-5.876094293259246,0
-2.065378194906522,9.788920181627658,3.7129483646500185,1.913644327878932,-10.120894531220342,0
-5.160167431445762,10.105792980120784,5.885964028725731,-0.10022054846741746,-7.222314785231619,0
-6.512822279874606,-7.000144079840888,7.100056933126851,1.672983438745978,4.142031950033176,1
-1.5928699483502688,9.360774604096314,5.637888946087753,-0.9230856942529573,-4.791252486370542,0
-6.6905279766772034,-7.837281664068869,4.620290622499466,2.7001755543950834,3.507375872793485,1
-5.7943232683365995,-8.740344603165115,7.631573455002806,1.6306516674423845,4.4305784971660165,1
-6.845957175787922,-9.925573695498812,6.237697786613518,2.701673517820679,3.012657520762253,1
-2.1267878768686996,9.180738336411377,5.132330100236251,2.2623383278485503,-4.424327051240375,0
-7.820012694384811,-8.008852914704262,7.1296967767259,1.757785393553565,2.1575891915141554,1
-2.8720361834924093,8.568783606797549,6.093263313345802,3.5527418296714446,-7.402487218304539,0
-7.839548829999426,-9.210534532707063,8.412271535202889,3.9068865407987845,5.704695084193098,1
-8.188929992395058,-11.857839912456836,7.507372460252398,3.8228114163750293,5.400397908860346,1
-7.019555868956946,-9.288517021487422,7.324050874355301,2.6235069837932903,2.717596739787367,1
-6.670450178001321,-9.329963942268058,8.130645512136013,1.0487540351597069,4.637809325277128,1
-1.2307457604454515,9.205385196218225,4.68631538438425,0.6133135429608128,-6.133373625124049,0
-3.01614079842388,8.543247822579998,4.871928773585737,0.5250853424434079,-8.287090965527826,0
-8.46130029530808,-7.9432894425598946,6.840461863815264,2.169093246849725,5.773672184176333,1
-1.3299004389889237,9.081804609608431,6.7006267611100885,3.7285105263839364,-7.1285913396303435,0
-7.688375314916873,-9.668772163192575,7.84603702076446,2.4406984557528593,5.5630501488673385,1
-2.554783639408248,9.257625577521013,4.398642778371771,2.325225080455029,-8.131166615341714,0
-4.780387804109431,-9.085353457382007,6.965182763477481,1.3747584292290165,4.905643527420846,1
-7.614701170073996,-9.64858019365039,7.524092112729646,3.170937584292891,3.145629736942512,1
-3.384815876437507,7.631486397233985,5.566056383759743,3.8825863244108625,-8.278194764970412,0
-7.951163272924996,-8.15811165118556,8.516030427976679,0.2437126508576588,4.481103381839886,1
-2.189415688910213,7.4212923946666525,5.0803535741885,1.9535318850140508,-6.3271372367341225,0
-2.7282981518616145,9.84369170938181,2.4287435272202162,2.208784242049298,-6.1087619972643035,0
-7.183835622052611,-10.184198680109226,6.504265055777205,1.5460793613195167,5.035840736633636,1
-6.883484050686898,-9.008512379160939,6.870294866171428,2.718687682320891,5.11675676449142,1
-6.756904786491461,-8.286842380595543,7.367125361871157,3.717351275294929,3.5388021941864567,1
-5.960955419665945,-7.837745438593032,6.652902706422058,3.414765534928504,3.911405041321956,1
-8.40576590784604,-7.5757436532088285,6.771664769606256,4.5804995205324275,3.5972039572635204,1
-3.7859461988730594,7.933229587790059,5.693031689561005,1.933614530084077,-6.198126493778646,0
-5.692723541711196,-6.248764114617396,7.9031560887122785,2.348096551446342,4.355835857498245,1
-5.767421218286021,-9.467591150328799,8.857250625415203,1.4864987718118778,2.454093598327962,1
-4.379989544078606,8.662772644157013,4.658297215417653,3.649606996216015,-6.552699817387108,0
-1.9658995940163622,9.063146198524025,4.680470527431984,1.2711779961339766,-7.542528108702218,0
-6.489413672347802,-10.164799884947094,8.370840622120152,3.191890227291949,3.9320608118528813,1
-2.8728098352666063,8.957340504477255,4.94768060512016,0.26300129128410643,-8.227812613256983,0
0.5696831854024875,10.133861039632897,4.511961244747335,1.0176292433403062,-8.486073511408843,0
-8.075992655311131,-8.39372508841587,8.520154402144355,1.4125173305447936,4.027434389247992,1
-8.710742490132404,-8.32712515711103,8.69718146066166,1.8848517202364838,5.114326103123847,1
-7.9966340332246055,-7.602516136629072,7.167624737562035,1.4740129383735747,4.321469781773697,1
-6.688060476785915,-9.147444220838512,7.457063820280985,1.8698303984836318,4.8695602326094996,1
-3.0628469283999324,7.816408235609473,6.604603969144491,2.008433235912461,-7.579352699143856,0
-3.7005011202553986,9.670839736832152,3.66519716600078,2.760254287683184,-5.721031612143866,0
-2.9945611708818536,9.096160267584644,6.95453740290161,0.10590449134898394,-6.193367000776757,0
-3.9176589194163096,7.457656954674418,5.245888787573741,0.6927403314444489,-5.124833009166905,0
-5.824052784209895,-8.61508884250685,7.268628914882417,2.3078543097218325,4.682573984300247,1
-1.6956804056830803,7.7834218117643665,4.867338770832231,3.2803124382231603,-8.487110425712498,0
-3.1983854411423183,10.750249931363571,4.837789619690749,1.3217516803262837,-7.363513025205592,0
-6.380424482973012,-8.366325485716736,7.39947818341479,2.764982653223898,4.643700508601566,1
-4.24891140183085,8.651845186795189,3.5202089416019575,0.6784882082198262,-5.71880040377275,0
-6.854721172733536,-10.758000912833667,7.3096851694044656,1.3325724608000018,3.668328733521137,1
-0.3193946898350779,8.20598784284317,3.800156994047325,1.3737770384967098,-9.003522915461076,0
-7.323391844467457,-9.72313047066291,7.15057685557528,3.734008715006519,2.7895504129895525,1
-6.87304643464777,-9.498648896109458,8.022351335701238,2.4432731792535654,4.653470403913708,1
-6.612717279204044,-8.516629950439997,6.655432461855654,3.0143425844006986,3.9864917992255,1
-1.5587737848667,8.43738247253592,3.7414641648797433,2.4650888554472377,-8.199860398171912,0
-7.853178534157502,-7.641756254971519,7.164993342471734,1.9949956953542438,3.228183596847713,1
-2.579363334511397,7.353325194682331,5.069497055360687,2.1808573711038433,-6.608048353955897,0
-2.2653969092815514,8.450207497461593,3.3595744375572067,2.8456270122208767,-6.229426013192609,0
-7.971076023491145,-9.249142044590595,6.217818247012767,1.8073792045754402,3.8534172717351676,1
-3.7470131218795992,11.147319502854588,2.6877910367055993,1.8213845889051488,-6.291309984666693,0
-7.332199926109027,-9.308369904395512,7.5894011451507515,1.5855804988235802,4.095318941295086,1
-1.4650367459836782,9.696177617824633,6.486586161964135,2.5570978692666957,-7.23891928193833,0
-7.635854752768791,-8.301817913065607,6.425054933707666,2.050481392233304,4.152332559276705,1
-7.438411347221977,-9.938481989607705,7.76302414611893,2.8012367383762897,4.6192244220727945,1
-6.5609350828567665,-7.497877310612866,5.448350445852959,2.137326314011593,4.001318760354269,1
-7.337205849862219,-9.440539816997791,7.792297171573727,1.0239147956758843,4.463243455740375,1
-3.109836312971555,8.722592378405045,4.038172223998704,3.82544786844967,-6.893124415889204,0
-2.623737468305368,10.252102440171782,3.0454511774337343,1.3737946609869591,-6.874383491433087,0
-2.426913633777326,10.079766503263674,4.1225903861277295,3.382517124126312,-4.58072906753202,0
-7.3539489403468625,-8.852780027514289,7.8698071635024025,2.0287225046751134,3.7250656653943404,1
-3.3445446763125073,11.15943525597171,3.4522804171985886,2.2829903941677596,-6.245850310219172,0
-2.4534727107640557,10.10847764666927,2.9474142065132822,3.502720003401346,-7.0376350897302595,0
-2.0556633215387703,8.770129492907673,5.603966004516459,3.1626401728653724,-8.107235006288263,0
-4.079698226675927,8.024657991627985,5.580650024216317,0.9906822904024224,-7.1042603411482945,0
-2.1850312705643082,8.884143073830638,4.73687480122082,2.5683267093776454,-7.697847874384743,0
-6.213797092366734,-8.37573646378206,5.597716186708107,1.3447355825285205,5.355560958968281,1
-2.978672008987702,9.556846171784287,4.176461143415639,1.507439930370475,-6.6376649195852355,0
-7.279745778890549,-8.613643030884125,8.256113747371794,0.603934501931144,2.400642743940133,1
-7.882297049057419,-8.097503411215884,6.810309349027118,1.793700319524157,3.1671021813123965,1
-1.2534414974792294,8.119678825978818,4.4530071920667424,1.533438625666557,-5.432649306797537,0
-5.389383456425994,-8.689660299433898,6.986436944380664,1.408897571323236,3.8589818694327804,1
-0.914692559827778,8.167324779879994,3.648486486771794,-0.1802204296629828,-7.5185889388407725,0
-2.4606759951079233,8.183336011787283,4.91033566200794,1.9229315744915951,-7.11857523801768,0
-1.5376266720983947,9.65966207778347,6.00851039376045,1.0082462233606275,-6.193575731152831,0
-0.4324496394919093,9.396221580429875,5.069920483419171,3.003453137972574,-6.640838032124757,0
-2.6691361530161775,8.995269920295632,3.6373494715902925,1.954656547948342,-7.168285830071408,0
-2.953490883128862,9.391586621243174,5.396867452873453,1.0510043597631067,-6.01002127104561,0
-1.3663748085377296,9.766219160885095,5.430910783271148,1.063782229145993,-5.476832880215171,0
-6.16115628261088,-7.842280070830194,6.566727826929243,0.6004895681223319,5.662785207876396,1
-8.563547785496898,-9.644197823132199,8.288374548596162,3.6378830584124073,2.927102684040987,1
-5.770409751319724,-8.428509099707497,7.082265260880161,2.694873936066907,6.061333490816125,1
-6.393607949449745,-8.77385334182589,5.348056349144832,1.0829648410454213,4.017364000199294,1
-6.170657776136907,-9.273814127205855,7.836628713674786,1.7627535572802584,4.900262036808412,1
-1.5274321360611558,8.6894547446897,2.1404731213545283,4.264112256531474,-8.269199657914866,0
-1.5499267969675432,11.167468585709878,3.872531273340052,2.84549032066141,-6.696285185412918,0
-7.8025197777744495,-7.222952067166569,7.001202446287364,3.239458755689672,5.68276760784336,1
-1.5735192299052891,10.285841223192481,5.361550900271337,0.8441179127235028,-7.404147457431044,0
-1.9462283863621792,8.363643559076495,4.152753452463405,1.3807757597018628,-7.743617960831086,0
-2.5836310521527963,9.634958225749,4.817579837161356,0.6378253252306307,-6.499429340145307,0
-2.147561598005116,8.369166373593197,5.001274441736515,3.511206250406701,-6.915453230261222,0
-5.755756233405444,-9.17240498761595,7.888128841392303,1.00263589617206,4.137899405046671,1
-8.050026428986234,-11.71058996991766,7.296008010448067,3.7945518315339197,5.822710770468779,1
-3.1207154260446983,7.607625031350099,3.716645590117197,0.6214850783243984,-7.8555004441286025,0
-5.8041024546773485,-8.817016107964069,9.224713601251711,1.961639421049555,3.453044789010446,1
-6.041618818824305,-8.756498398088445,7.22463326230756,2.941376717851944,3.8711770117322577,1
-7.548253678814941,-6.965029980418465,8.403570981213353,1.5749783392054244,5.442467917656022,1
-6.86542139854675,-9.62322606971825,7.971803349342562,1.9013520862563942,4.580983999827937,1
-2.740132153261428,9.71049249301174,6.488834931173447,3.0997347134884894,-7.148515881706101,0
-6.089737697224235,-8.49827646206712,7.894135912718234,2.990484895397037,3.830143172737586,1
-7.485824516279285,-8.096232384626703,7.622815495905195,3.3240415242629737,5.722962752647762,1
-6.913339583920408,-9.04644461390855,7.194985404059772,0.14045118936653656,3.6127266481799474,1
-3.276995188156879,8.97960124081154,4.874093568764622,3.523670176754809,-7.877981231890061,0
-6.24469156306672,-10.077586151489482,7.383455545765031,2.2996771728223675,5.52211015175956,1
-7.886652158555588,-7.698449195506965,8.640637982838568,1.9042317078730968,2.0395966569123143,1
-2.2754117112620023,7.4583904819946945,4.970759068442558,2.8066986455496568,-8.873362833722725,0
-3.754936401764738,9.187467054049504,5.025196215956938,1.0893122477395991,-6.7259020852057425,0
-5.679695685331521,-9.495222035607407,6.276611932816763,2.5589529873914616,5.347155710583905,1
-6.190401788030752,-9.341302527187354,7.587010130829762,2.3165243638776696,3.9270437556045867,1
-5.929802001302371,-7.1277143840540855,7.219073696961232,1.853478511674165,4.23150371903409,1
-1.3399020326070774,10.39644511923585,5.288588723817744,1.8060516036238776,-6.732913504717947,0
-4.422477867710548,7.289368295685289,4.077591306987129,0.9603385636063082,-6.565379858555996,0
-2.4572517372454508,9.746926205413901,4.559162256119519,2.0518048742568227,-8.877827875683378,0
-2.3889019913408513,9.52872496225707,5.351493714316991,0.8485275921028628,-8.413741361886892,0
-6.6955582900789095,-7.296217804068135,9.329615803657827,4.083803811500573,5.3698177865140515,1
-6.636156395367446,-9.061530011270815,8.813386354100786,0.4213962563876601,3.332954531140663,1
-7.487931580370379,-7.541333210074901,7.300654853199821,1.0229980025692649,3.6566766346926913,1
-2.0135157350801456,9.164705033341898,5.004839838694327,4.376585269179007,-6.937245988184856,0
-7.521596502320256,-8.350455471764937,9.127871025285446,1.831396443136877,4.881209498069091,1
-6.196780600464877,-9.047641576215373,8.396500963264716,4.386172729483537,3.3754655232859267,1
-6.120053629586344,-8.755888003701507,5.865971416033773,1.7130911578143122,3.4092951503303257,1
-8.176941541231793,-8.438639804883369,6.672166021706874,1.4936835531144188,4.747815574676002,1
-7.06133376649405,-9.487700794957437,8.644826947771715,3.4419032393778126,3.561027990182204,1
-2.810301318642039,7.535764137830894,3.9200346278333926,1.5125309129809446,-5.822504964932355,0
-3.0274678413263976,8.205792525305133,4.138121792643565,2.888571801642806,-6.550876081491586,0
-2.498964562033163,8.03277747715037,5.101982310491372,2.172229379514202,-7.479844068310065,0
-7.268286411817176,-8.667911534260522,7.484096896548568,2.02534625501759,4.598389725667259,1
-6.629909387024252,-6.842660266852046,10.433441471504064,2.6290232940003584,3.978254937200521,1
-1.3201810919451984,10.434790376188177,4.069132542478625,1.1408141108365033,-6.408211634764866,0
-7.904296417605152,-6.984235190301822,8.544556611024056,2.6043979383327915,3.934967457071077,1
-6.23489400732589,-8.282723290632562,7.413103596753952,1.8249618145568496,4.010178272267397,1
-0.41681034736728995,8.008268746698619,3.425690223440369,3.1312805574407996,-6.087964497188334,0
-7.492346327783697,-9.923478283193809,6.4981123855197485,4.971394660172901,5.406131136657695,1
-1.0084378324184393,9.864507870311815,4.291226701820242,1.6239119796223032,-7.201262242368653,0
-6.427737797026213,-9.90072128478289,7.7518300127063515,1.835155969859627,5.147181551600772,1
-8.089804336117055,-8.238399026639806,8.8542737478424,3.2410620865614925,3.948008684990701,1
-2.2952177123185282,8.901958078507493,4.418909236694878,2.587336383984157,-6.122119481103965,0
-6.640862729164797,-6.764245086886037,6.40413832391228,-0.5079872878821541,3.875447334040798,1
-8.117772015603244,-7.9691716922467375,8.210813752765445,1.259014130685594,4.199389391368511,1
-6.978697725560209,-8.819478133691163,8.03173733875526,2.255516366127677,5.114588189834154,1
-4.121913494242402,8.542354262408889,5.728829433195467,2.0374497030361947,-7.957371969080576,0
-1.8001938654642378,8.924550433911095,6.079996051677574,1.2967773818814623,-5.078686758240455,0
-1.9655974684583177,8.643671796112216,5.411577546876446,-0.8753729366893435,-5.730861490779167,0
-6.728351601027207,-9.673470658266034,9.413061637193476,0.41463920774611696,4.346192134816634,1
-2.135141053205178,10.241955120671614,3.430237817536896,3.6457420707784354,-6.460608181785225,0
-7.1430004224842145,-8.815861863823963,7.870642030673913,0.8414874195553308,5.275773250589781,1
-5.881798695127986,-9.269948069354058,7.727253005835313,1.9981046284732595,3.257749695190781,1
-8.226089273522696,-8.711948177089598,9.262451914556987,1.021968910258601,3.4837065853960576,1
-6.5929854280741225,-9.450765131276448,7.685026440704805,0.8785740275435139,4.270011261697432,1
-1.1637775768977725,10.607472754837719,4.128663159796917,0.9835648636821511,-7.005414111250918,0
-2.480879246922289,9.044042267694067,5.578162642204099,1.457124955723358,-6.7835064142102866,0
-6.6175482642740215,-8.644737845268466,8.174420877666675,1.884928446464779,4.5519164058497985,1
-5.923407276481362,-9.62431721714396,5.992289961940925,0.18609486176087908,4.669442882833453,1
-8.393823985888774,-10.641467432891956,5.739386972493214,2.2894268858756592,4.6701765791508425,1
-5.73996055475468,-7.257787070067637,6.3084287236708345,1.2114427236538374,2.9038736970062926,1
-2.305733987185527,8.257935382914019,3.217625126630427,1.3265967996982053,-7.961175194765665,0
-1.5029048138383097,8.437394258675173,5.475570948293243,0.8434628292831139,-6.349823013235987,0
-6.983364353424994,-10.481516567790177,7.147668511066632,3.683770400592194,4.182338044216871,1
